"","Date","Tx_Defaut","Tx_Chomage_M","Ita_coin","B_T_Climate","LCI","Tx_IPC","Tx_interet_CT","Tx_interet_LT","Confiance_conso","Confiance_ent","Ind_Inc_Pol_Eco","Qt_Euribor1","Qt_Euribor2","Qt_FTSE","Qt_Enel","Qt_Eni","Qt_Exor","Qt_Generali","Tx_I_Deposits_E","Qt_Cours_actions","Tx_I_Loans","Tx_Bond_Yields_10","USD_euro_change","Tx_Pret_Menage","Tx_Pret_SNF","BOP_Compte_Courant","BOP_Biens","BOP_Services","BOP_Capital","Qt_GT_Pret_bancaire","Qt_GT_credit_conso","Qt_GT_credit_immo","Qt_GT_interet_banc","Qt_GT_taux_interet","Tx_bons_tresor","Tx_Deposit_Resident","Tx_Interet_Deposit","Tx_Interet_Deposit_Over","Tx_Interet_Loans_House","Tx_Interet_Loans_Othe","Tx_Bon_Tresor_3","Tx_Bon_Tresor_5","Tx_Bon_Tresor_10","Tx_Bon_Tresor_30","Qt_M1","Qt_M2","Qt_M3","Tx_Fund_Raised","Tx_Refinancing","Tx_Debt_Securities","Tx_Total_Deposit","Tx_Loans_Other","Tx_Loans_Household","Tx_Loans_NonFinancial","Tx_Debt_CB","Qt_Debt_Monetary","Qt_Debt_Financial","Qt_Debt_Resident","Qt_Debt_NonResident","Qt_Debt_Gross","Qt_Stock_Gov"
"12",2010-12-01,0.0486,8.2,-0.11,2.59999999999999,0.242599999999996,1.879971,1.0217,4.603,0.060600000000008,0.254099999999994,-33.87641,0.000202101860025117,0.000556328248006999,0.0543721070339807,0.032611585588761,0.0527760655066558,0.194879872681724,0.0512562566646255,0.692,-0.00405248783900447,2.9748,4.603,0.3,4.93,1.99,278.358,338.353,240.596,-78.794,0,2.07944154167984,0.693147180559945,0.105360515657826,-0.182321556793954,2.014,-0.95,0.692,0.3587,2.9748,2.7911,2.97516,3.60784,4.603,5.33678,0.0264433828519728,0.0232880514441671,0.0184742596040763,4.14,75.41,-1.2,0.84,3.62,4.93,1.99,3.6,0.0114724011622367,0.0138891121606672,0.0114943794257352,-0.0156253179030807,-0.0122673159115951,-0.0170367170622789
"13",2011-01-01,0.048,8.2,0.07,0.200000000000003,0.156900000000007,2.149892,1.0172,4.729,-0.0986000000000047,0.118799999999993,-21.78828,-0.00156735881620218,-0.00324116560455234,0.0889735618683165,0.0985862853857056,0.0570903542684067,-0.0915893957656975,0.114258181812948,0.6887,0.0364431425147185,3.1521,4.729,0.0999999999999996,4.95,4.31,-4054.655,-3318.132,-147.439,-39.302,2.99573227355399,2.30258509299405,-2.77258872223978,-2.99573227355399,0.587786664902119,2.067,-1.49,0.6887,0.3506,3.1521,2.6762,3.14192,3.79521,4.72908,5.4467,-0.0133146564888484,-0.0115115078365644,-0.0126044099794367,3.45,72.89,-1.55,3.66,4.8,4.95,4.31,3.6,-0.0114724011622367,0.0204785313435405,0.0113637586503148,-0.00526317004427446,0.0185713590522703,0.0220332852466107
"14",2011-02-01,0.0475,8.1,0.02,-1.89999999999999,0.0623999999999967,2.378788,1.0867,4.7356,-0.149090000000001,-0.030699999999996,15.62286,0.000354134524227945,-0.000253659032889431,0.0186954620729463,0.0451204352804693,0.0211618426313418,-0.0183737631737322,0.0284672078209667,0.707,0.0440639333401691,3.0837,4.7356,0.1,5.03,4.76,3150.772,3339.286,107.167,39.893,0.559615787935423,2.94443897916644,2.70805020110221,-Inf,-0.405465108108164,1.862,-0.83,0.707,0.3682,3.0837,2.7944,3.10664,3.78788,4.73561,5.4868,-0.00435843353840504,-0.00262307694830533,-0.00256590153719394,3.62,42.06,0.46,4.55,4.88,5.03,4.76,3.6,-0.0233473639969914,-0.0273989741881144,0.00563381771825622,0.0234691345408469,-0.00234997375226165,-0.000480079770012409
"15",2011-03-01,0.0473,8.1,0.08,-2.60000000000001,-0.0357000000000056,2.486475,1.1755,4.8754,-0.240229999999997,-0.0795999999999992,-4.23292000000001,-0.00369929729896779,-0.00391449624180229,-0.0334524947467489,0.0296622248556659,-0.0194291826040907,-0.0182571022692808,-0.0701265480045494,0.7519,-0.0241290594727293,2.9876,4.8754,0.3,5.07,4.78,-1871.209,-992.122,152.27,-145.823,-3.55534806148941,2.63905732961526,0.23638877806423,Inf,0.348306694268216,2.098,-0.47,0.7519,0.3991,2.9876,2.8853,3.10709,3.83162,4.87539,5.59672,-0.000274899777297222,0.000921269242745382,0.00169418603775995,3.73,45.73,2.65,5.34,4.62,5.07,4.78,3.7,-0.0118813278867522,0.0137933221323361,0.00560225554866944,0,-0.004382794182062,-0.00504691927475065
"16",2011-04-01,0.0476,8,-0.15,3.60000000000001,-0.135499999999993,2.620215,1.3212,4.841,-0.261520000000004,-0.143299999999996,4.62436,-0.000457026794802751,0.00025465379953804,0.0312865361003904,0.0790737824125989,0.0407065256497119,0.114758911700122,0.0572311278919715,0.7774,0.0147069998175455,3.0361,4.841,0.0999999999999996,5.27,4.45,3253.956,1350.076,858.503,-105.594,3.04452243772342,0.693147180559945,-0.641853886172394,0.0870113769896297,0.211309093667207,1.98,-0.39,0.7774,0.4318,3.0361,2.9904,3.34358,3.88954,4.84077,5.58547,0.0107964153359319,0.0053425502818687,0.00648403788436624,3.96,60.98,3.11,5.98,4.22,5.27,4.45,3.7,-0.0039920212695379,0.0270286723879192,-0.00560225554866944,-0.00776200533548899,0.0115231864260252,0.0135910946442372
"17",2011-05-01,0.048,8.3,-0.11,-1,-0.213899999999995,2.646848,1.4251,4.756,-0.0837700000000012,-0.211700000000008,34.41314,0.000913844811528008,0.00117057295092682,-0.0601274488623744,-0.00834381144424201,-0.0801349926385297,-0.0389414913590276,-0.0618228053591441,0.8558,-0.0171567886535557,3.0888,4.756,-0.0999999999999996,5.21,4.99,-821.052,451.667,99.868,-10.972,0.451985123743057,2.89037175789616,-0.105360515657826,-0.693147180559945,-0.100083458556983,2.106,-1.33,0.8558,0.4781,3.0888,2.9604,3.39285,3.94172,4.75615,5.51379,-0.0117996852487892,-0.0086335627408527,-0.00760683812964835,2.4,8.57,4.57,5.83,4.35,5.21,4.99,3.6,0.0079681696491769,-0.0134230203321408,-0.00563381771825622,0.00259403517704637,0.0033865571708418,0.00357933705293867
"18",2011-06-01,0.0484,8.3,-0.04,-2,-0.285899999999998,2.746991,1.4886,4.8156,0.130160000000004,-0.253499999999988,-40.61508,-0.00264227796004768,-0.00183280776283201,-0.0446992079384838,-0.0582186370792492,-0.0212322814178543,-0.083214588023528,-0.0443621126537002,0.8773,-0.0621020526247635,3.1637,4.8156,0,5.01,5.18,3098.759,457.59,265.146,28.195,-0.857450231851222,2.83321334405622,0.798507696217771,0,0.146603474191876,2.147,-0.93,0.8773,0.4963,3.1637,3.1811,3.47863,4.03454,4.81559,5.58536,0.00330212786266948,0.00297203905988752,-0.000796542808735978,2.95,16.56,5,8.01,4.53,5.01,5.18,3.7,0.0118344576470029,-0.00677968698537867,0.00563381771825622,-0.0078023802841849,0.00248590516724079,0.00119431226482369
"19",2011-07-01,0.0486,8.4,0.09,-2.7,-0.361400000000003,2.679657,1.5976,5.463,-0.086340000000007,-0.302600000000012,27.96294,0.00106791436323128,0.00223964259350495,-0.0908563849297703,-0.11368398820646,-0.0717995833533585,-0.0263296363135015,-0.092839008859785,0.909,-0.0471067483163354,3.2137,5.463,-0.1,4.71,4.87,2057.162,2662.522,449.508,135.893,-2.63905732961526,2.77258872223978,-0.693147180559945,-1.79175946922805,-0.200670695462152,3.67,-0.54,0.909,0.5251,3.2137,3.2985,4.32671,4.85198,5.46328,6.01809,-0.000135958430796279,-0.000652284289312632,0.00100805501484835,4.14,102.43,5.39,1.85,4.24,4.71,4.87,3.7,0.0155645165411116,0.03344793406754,0,-0.0237791917661139,0.00593162941197178,0.00940252597283653
"20",2011-08-01,0.0436,8.6,-0.03,-2,-0.429900000000004,2.758974,1.5521,5.2705,-0.305899999999994,-0.338200000000001,47.74614,0.00101600211940234,0.00309668496313886,-0.169270273060247,-0.167506471008814,-0.0809214423522255,-0.231635917406089,-0.052643733485422,0.9409,-0.180253603030538,3.4253,5.2705,-0.1,4.67,4.84,-4835.382,-3805.879,-1358.188,6.072,2.07944154167984,2.07944154167984,-2.30258509299405,1.94591014905531,-0.117783035656383,2.959,-0.25,0.9409,0.5504,3.4253,3.4246,4.14311,4.50659,5.27054,6.05462,-0.0171878961425467,-0.0091866747300493,-0.0097913617456733,4.13,139.2,4.27,-2.51,4.16,4.67,4.84,4.1,0.0153259704782269,-0.00660068403135172,0.0111733005981249,-0.0216224640131659,-0.00646671613354322,-0.00670642013277423
"21",2011-09-01,0.0436,9,-0.23,-5.2,-0.468500000000006,2.979015,1.5365,5.746,-0.374570000000006,-0.358769999999993,-1.45537000000002,0.00273806073098015,0.00207600266969354,-0.0478302505608355,-0.0232084204310126,-0.0573264951917181,-0.117107588146745,-0.0522141433078387,0.9581,-0.0671990180612472,3.4214,5.746,0.5,4.49,4.63,581.116,853.093,718.653,-48.902,0.485507815781701,2.07944154167984,2.63905732961526,-1.94591014905531,0.060624621816435,4.153,0,0.9581,0.5609,3.4214,3.4368,4.57255,5.01395,5.7457,6.50307,0.00409494397102073,0.00346713902196072,0.00230342959559415,5.27,247.66,3.27,-3.01,3.98,4.49,4.63,4.4,0.00757579380845774,-0.0544352065550173,0.00554018037561566,0.00272851465320434,-0.00855748856419147,-0.0099559339453279
"22",2011-10-01,0.0435,8.9,-0.02,2.09999999999999,-0.443999999999988,3.35641,1.5759,5.9719,-0.275509999999997,-0.17877,31.95688,-0.00101322264101711,0,0.0766173311502651,0.0261452801043223,0.190232692422323,0.0710164809464788,0.0873602831722979,0.999,0.0786906490927608,3.5442,5.9719,0,4.32,5.29,2503.649,700.208,-350.693,1033.987,0.613104472886409,2.484906649788,-0.441832752279039,2.30258509299405,0.302280871872934,3.57,-0.79,0.999,0.5755,3.5442,3.7281,4.76111,5.37501,5.9719,6.59993,-0.0061396288869151,0.000462083581856731,-0.00233942531930609,4.63,247.57,2.47,-1.32,4.21,4.32,5.29,4.5,-0.0113853222251254,0.061035890586369,0,-0.0164838897216897,0.0125893514150093,0.0163708594532306
"23",2011-11-01,0.0431,9.5,-0.17,-0.399999999999991,-0.393530000000013,3.256838,1.4847,7.0571,-0.0324600000000004,-0.0660299999999978,14.54832,0.00116511753004644,0.00121322429197424,-0.0478938721080677,-0.0786751192997925,-0.0195775119236012,-0.0101138662369289,-0.0568424509403918,1.0468,-0.0452552674392939,3.6987,7.0571,0,3.85,4.34,-1415.269,-504.829,-416.007,-77.5379999999999,-0.693147180559945,1.79175946922805,0.367724780125317,0.470003629245735,0.0833816089390509,6.087,-0.77,1.0468,0.5794,3.6987,3.8557,6.65309,6.8107,7.05709,7.16655,-0.0324800397562957,-0.0155506663211185,-0.0171956834518383,4.92,432.83,2.33,-4.35,3.49,3.85,4.34,4.7,0.00380952841666771,0,0.0272496424473756,-0.0252467827347838,-0.00245595033714885,-0.0032998504048436
"24",2011-12-01,0.0431,9.8,-0.02,-7.10000000000001,-0.372839999999997,3.287296,1.4261,6.812,-0.113329999999991,-0.0944999999999965,-30.26004,0.0015682310030769,0.000908953251491873,-0.0117873189366922,-0.00254129742867271,0.0208275120863619,-0.0121446043640141,-0.056823973665789,1.074,-0.000624618978589453,4.0343,6.812,-0.2,3.45,2.58,2985.075,2879.728,145.553,-427.248,-2.484906649788,2.07944154167984,-0.367724780125317,-0.37469344944141,-0.385662480811984,5.952,-0.57,1.074,0.5991,4.0343,4.1773,6.10171,6.28566,6.81193,6.80125,0.0403555895900887,0.0410554296103331,0.0303774830047079,4.44,340.84,2.73,-8.54,2.33,3.45,2.58,4.8,-0.00380952841666771,-0.00660068403135172,0.0212773984472845,-0.0056980211146378,-0.00314585000268508,-0.0037209179066533
"25",2012-01-01,0.0432,9.7,0,0.900000000000006,-0.363889999999998,3.162055,1.2222,6.5366,0.0428399999999982,-0.0727600000000024,-8.91539,0.00196944893856177,0.00171466076605853,0.0477686397992869,-0.00574164256767529,0.054100094920404,0.126675144754063,0.0254682695792514,1.1623,0.0261463519516578,4.2612,6.5366,-0.0999999999999996,3.15,1.45,-6590.473,-5701.481,-68.3050000000001,-471.87,2.39789527279837,2.39789527279837,0.575364144903562,0.310154928303839,-0.060624621816435,2.735,-0.95,1.1623,0.5507,4.2612,4.0233,5.00916,5.53692,6.5366,6.81594,-0.0405821251651837,-0.0163390987339671,-0.0156253365513681,3.13,327.29,1.53,-13.38,1.76,3.15,1.45,4.8,0.0189041546391526,0.00660068403135172,0.00524935588614417,-0.0231224174208537,0.0183160734558214,0.0238294708261435
"26",2012-02-01,0.0431,10.1,-0.01,-1,-0.34084,3.251231,1.0483,5.546,0.196979999999996,-0.0982100000000088,-44.24696,0.000252213171908267,0.000654829389977074,0.0325304496800491,-0.0371499220616376,0.0239706894890137,0.0668376289953225,0.0133224285168767,1.1935,0.0713320153382675,4.3329,5.546,0,2.68,0.83,2911.387,3397.784,-4.76799999999992,3.246,0,2.07944154167984,0,0,0.362905493689369,2.23,0.01,1.1935,0.5323,4.3329,3.793,3.45121,4.48002,5.54646,6.02877,-0.00611749395163841,0.0090010391377664,0.000826393002089532,3.74,384.08,-0.15,-15.81,1.33,2.68,0.83,4.8,0.0367688477870889,0.0387145121806904,-0.0105264129869878,-0.041797128678462,-0.00352941047364297,-0.00455410324263461
"27",2012-03-01,0.0445,10.7,0.1,2.5,-0.338509999999999,3.336605,0.8585,5.0488,-0.0712999999999937,-0.164929999999998,5.93523999999999,0.00196508263673856,0.000352422911136685,-0.0229718113529156,-0.104917939859498,0.0160462473314253,0.00317455284660317,-0.0379312223234094,1.2373,0.0101757423790936,4.2727,5.0488,0,2.18,0.02,2152.449,3061.039,21.8789999999999,-151.622,0.435318071257845,1.79175946922805,-0.693147180559945,-2.70805020110221,-0.0909717782057267,1.405,1.89,1.2373,0.5396,4.2727,3.5813,2.78311,3.95687,5.04876,5.68514,0.0173118415627584,0.022887451318601,0.0211644546307763,6.36,648.83,-2.22,-19.64,1.28,2.18,0.02,4.8,0.0527362960809432,0,-0.0160003413464409,-0.0372713947972314,0.00927575824222338,0.00138271972915405
"28",2012-04-01,0.0405,10.7,0.03,-2,-0.350629999999995,3.320313,0.7443,5.6758,-0.576560000000001,-0.291349999999994,49.32794,0.000754773981035406,0.00110680697519161,-0.090845587305008,-0.0894278099012584,-0.0477389829143493,-0.0745550630222254,-0.123274892457334,1.2168,-0.101601961701626,4.1435,5.6758,-0.1,1.76,1.32,827.598,-2146.19,854.519,145.029,0.302280871872934,1.79175946922805,0.405465108108165,1.6094379124341,-1.09861228866811,2.84,1.15,1.2168,0.5108,4.1435,3.6443,3.79211,4.67216,5.67583,6.11387,-0.00554963339319414,-0.00209647500643584,-0.00315526328421711,5.13,565.22,-4.4,-20.5,1.68,1.76,1.32,4.8,0.0102215540715385,0,0,-0.00953902304675891,0.00199262659421962,-0.00255929227092011
"29",2012-05-01,0.0422,10.6,-0.03,-3.7,-0.31795000000001,3.219512,0.6849,5.7833,-0.453150000000008,-0.2851,-42.60507,-0.000201217365737527,0.000150833354568114,-0.125299388095685,-0.0744802498771998,-0.0723206615796261,-0.0183807587216371,-0.225210798356727,1.2258,-0.0724715425986098,4.1208,5.7833,-0.2,1.29,-0.36,24.482,1180.36,257.119,-0.194000000000003,-0.737598943130779,1.38629436111989,0.22314355131421,0,0.887303195000903,2.34,1.17,1.2258,0.5167,4.1208,3.713,4.03329,4.87497,5.78334,6.08524,-0.00949199704768056,-0.00237538070647325,-0.00361294540288171,5.82,784.65,-5.81,-20.53,0.73,1.29,-0.36,4.8,0.0134682170508662,0.00630916919326507,-0.0108109161042158,-0.00963089306096121,0.00857202650632338,0.00976367067062789
"30",2012-06-01,0.0426,10.9,-0.09,5.10000000000001,-0.256489999999999,3.31384,0.6589,5.9037,-0.113420000000005,-0.0764400000000052,-6.44041000000001,0.00110619480306706,0.00055286107004715,0.10326827606492,0.0991728624675713,0.0729168463783227,-0.0199069805668799,0.260536667248467,1.2319,-0.0258242383330041,3.9658,5.9037,0,0.82,-1.44,3242.08,1658.379,525.396,93.253,-2.39789527279837,2.63905732961526,-0.628608659422374,1.09861228866811,0.111225635110224,3.972,2.24,1.2319,0.5188,3.9658,3.5239,4.81995,5.54551,5.90366,6.24086,0.0130175239340815,0.0104322715118439,0.00369320740327339,6.74,581.2,-5.83,-19.18,0.18,0.82,-1.44,4.8,0.00333890126551495,0.0186921330121521,0,-0.012987195526811,0.00349697441837904,0.00428955440308876
"31",2012-07-01,0.0447,11.1,-0.07,-2.7,-0.190159999999992,3.109815,0.497,5.996,0.178900000000013,-0.0773799999999909,-14.77482,0.00220872535955596,0.00225852689545647,-0.0272251929439395,-0.0888011186707895,0.00356924818036664,0.0641319297678522,-0.0411738387741631,1.2437,0.0270461477206752,3.9937,5.996,0,0.63,-0.94,1803.019,1940.116,-8.3309999999999,-28.241,3.17805383034795,2.484906649788,-0.693147180559945,-1.09861228866811,0.100083458556983,2.697,2.4,1.2437,0.5012,3.9937,3.5922,4.62353,5.40911,5.99562,6.41813,-0.0123050390458612,-0.00517040207216901,-0.00562525130606772,4.64,251.95,-6.12,-18.07,0.5,0.63,-0.94,4.8,0.00995033085316788,-0.0250013022054172,0,0.00326264563481615,-0.00199694799377426,-0.00250813526599991
"32",2012-08-01,0.0452,11,-0.0800000000000001,-1.8,-0.136380000000003,3.197675,0.3324,5.822,0.135079999999988,-0.0560800000000086,-28.40544,0.000401062821839382,0.000400982412269713,0.0834861028707028,0.119024263676533,0.04527766844754,0.0518754321458532,0.103011718336071,1.2522,0.0648699142668425,3.9521,5.822,0.2,0.38,-1.87,-5692.438,-4865.135,-924.235,51.685,-0.182321556793955,1.94591014905531,1.25276296849537,0.182321556793955,-0.479573080261886,2.767,4.18,1.2522,0.5163,3.9521,3.3389,3.92696,4.83779,5.82165,6.34336,-0.00212220890724701,0.00162796244585195,-0.000288862378871713,5.13,229.91,-6.4,-16.11,-0.12,0.38,-1.87,4.9,-0.0066225407604934,0,0.00542006746933898,0,-0.000792481752617036,-0.00173210705583138
